 rho 140 T 70 
1e-14 1.0 0.0030420184427588414 0.0024800576476981307
1e-14 1.2589254117941673 0.005686046254543843 0.004233836003850953
1e-14 1.5848931924611138 0.01053242667385939 0.006885326644578012
1e-14 1.9952623149688804 0.019105594640716286 0.010715681391422918
1e-14 2.5118864315095815 0.033455397448270544 0.016091286936369645
1e-14 3.1622776601683817 0.05570242909924203 0.023523997781357258
1e-14 3.9810717055349754 0.0870504725881448 0.033699949820149046
1e-14 5.011872336272727 0.1270320974100928 0.04743337557946299
1e-14 6.30957344480194 0.17371015325119302 0.065531863274513
1e-14 7.943282347242826 0.22503723005716772 0.08875224959228101
1e-14 10.000000000000016 0.28003018330651286 0.1179215161469354
1e-14 12.589254117941694 0.3390091867573261 0.15413169211908648
1e-14 15.848931924611158 0.4034952405940288 0.1989803114089215
1e-14 19.95262314968883 0.4757268862572729 0.2545976528887491
1e-14 25.11886431509585 0.558347104312167 0.32336830244311365
1e-14 31.622776601683857 0.6537613706049018 0.40719433182697573
1e-14 39.81071705534981 0.7629115680777653 0.5061735156938386
1e-14 50.11872336272735 0.8836226455763881 0.6171417313206455
1e-14 63.09573444801949 1.0103985570496743 0.7337088352567052
1e-14 79.43282347242838 1.1379437412244537 0.9088181559568459
1e-14 100.00000000000031 1.265709483129057 1.2968489189584387
1e-14 125.89254117941714 1.3181702038677863 2.4691249151772183
1e-14 158.4893192461119 1.0883249831157578 6.084617718797322
1e-14 199.5262314968887 1.168786756696876 4.568084059570777
1e-14 251.18864315095874 1.223988972613464 3.9514829026018106
1e-14 316.2277660168389 1.258246367586862 2.3614601539180593
1e-14 398.1071705534986 1.2898871727184875 2.534411802386815
1e-14 501.18723362727405 0.4892157807770069 3.4950405395244606
1e-14 630.9573444801956 0.5181835477535586 1.3832761325556697
1e-14 794.3282347242846 0.36465373395251 1.2298546185919252
1e-14 1000.0000000000041 0.3966506667566679 1.168998340353448
1e-14 1258.9254117941725 0.0006568302079647057 0.8583749823141614
1e-14 1584.8931924611206 0.0031687815816650133 0.6665271385976657
1e-14 1995.262314968889 0.0049059846330751795 0.30025475061601065
1e-14 2511.8864315095925 1.92552944771156e-05 0.08452134522150756
1e-14 3162.2776601683954 5.8080454139979176e-05 0.03507657077032357
1e-14 3981.0717055349937 0.00011061711117195699 0.0003490011976733477
1e-14 5011.8723362727505 0.005142809468131938 0.22960374578503306
1e-14 6309.573444801968 0.23909944107396047 151.05357970275873
1e-14 7943.282347242862 0.3231261970476599 53.30887138006529
1e-14 10000.000000000062 0.32667463393910273 28.338541454650986
1e-14 12589.254117941739 0.34939490557991554 115.71335668357662
1e-14 15848.931924611239 0.3477069409284716 445.74098639234046
1e-14 19952.62314968891 0.35208656436905905 1459.515059365858
1e-14 25118.864315095976 0.36506628992888207 1501.840244264541
1e-14 31622.77660168399 0.3703604194128163 198.64583743695866
1e-14 39810.71705535002 0.37072547972449155 239.6648601343628
1e-14 50118.72336272756 0.36917778402276213 59.56717766039569
1e-14 63095.734448019684 0.37057667076775763 56.766770515840975
1e-14 79432.8234724287 0.38902697684826554 26.2338752977656
